Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
65679,1264,52558,1599,53,17,182,23943,2,2,82,386,41,41,41,0,193,193,193,0,19546.42275,167.0634423,7981,13817.43533,23936,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,83.53172117,83.53172117,41,193,101.8,83.25382874,6931.2,0,0,0,0,0,0,0,0,1,127.25,41,193,0,0,0,0,0,0,2,82,2,386,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
8856,1257,59154,1191,443,6,182,118837492,21,30,24705,6089,5520,0,1176.428571,1966.605084,1430,0,202.9666667,443.2364889,259.1269765,0.429157492,2376749.84,11600000,58800000,0,119000000,5941874.6,18100000,58900000,17,119000000,4091930.034,15200000,59000000,0,0,0,0,0,432,612,0.176711908,0.252445583,0,5520,592.1923077,1365.625419,1864932.786,0,0,0,1,0,0,0,0,1,603.8039216,1176.428571,202.9666667,0,0,0,0,0,0,21,24705,30,6089,8192,748,20,20,567678,559977.659,963642,171714,58800000,103217.084,58800000,58700000,BENIGN
14697,1263,61589,1590,53,17,182,49598,1,1,49,77,49,49,49,0,77,77,77,0,2540.425017,40.32420662,49598,0,49598,49598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,20.16210331,20.16210331,49,77,58.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,87.5,49,77,0,0,0,0,0,0,1,49,1,77,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
39070,1257,56192,1599,53,17,182,99497,4,2,148,154,37,37,37,0,77,77,77,0,3035.267395,60.30332573,19899.4,38452.53501,88120,3,88127,29375.66667,50874.085,88120,3,4,4,0,4,4,0,0,0,0,80,40,40.20221715,20.10110858,37,77,48.42857143,19.51800146,380.952381,0,0,0,0,0,0,0,0,0,56.5,37,77,0,0,0,0,0,0,4,148,2,154,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
19753,3029,443,1592,59153,6,182,89,1,1,6,6,6,6,6,0,6,6,6,0,134831.4607,22471.91011,89,0,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,11235.95506,11235.95506,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,0,0,0,0,0,0,1,6,1,6,119,255,0,20,0,0,0,0,0,0,0,0,BENIGN
64621,1264,49157,1599,135,6,182,57,1,3,6,18,6,6,6,0,6,6,6,0,421052.6316,70175.4386,19,29.46183973,53,1,0,0,0,0,0,4,2,1.414213562,3,1,0,0,0,0,20,60,17543.85965,52631.57895,6,6,6,0,0,0,0,0,0,1,1,0,0,3,7.5,6,6,0,0,0,0,0,0,1,6,3,18,253,2051,0,20,0,0,0,0,0,0,0,0,BENIGN
22879,1258,49442,2681,80,6,182,4,2,0,12,0,6,6,6,0,0,0,0,0,3000000,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,40,0,500000,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
12618,1264,49193,1479,80,6,182,85892856,169,180,5139,321276,408,0,30.40828402,99.45490808,4380,0,1784.866667,907.7909549,3800.257847,4.063201717,246818.5517,3937713.611,73400000,1,85900000,511267,5664137.142,73400000,3,12500000,69745.27374,301692.4206,2118090,1,0,0,0,0,5248,3612,1.967567594,2.095634124,0,4380,932.6142857,1094.849422,1198695.258,0,0,0,1,0,0,0,0,1,935.286533,30.40828402,1784.866667,0,0,0,0,0,0,169,5139,180,321276,8192,1315,94,20,0,0,0,0,0,0,0,0,BENIGN
80599,1268,1055,1599,88,6,182,1113,9,7,3134,3054,1552,0,348.2222222,682.4825598,1518,0,436.2857143,738.956407,5559748.428,14375.56155,74.2,210.056183,830,1,1113,139.125,299.9040025,878,1,1070,178.3333333,322.0401631,830,3,0,0,0,0,204,164,8086.253369,6289.308176,0,1552,364,669.6039874,448369.5,0,0,0,1,0,0,0,0,0,386.75,348.2222222,436.2857143,0,0,0,0,0,0,9,3134,7,3054,8192,2053,7,20,0,0,0,0,0,0,0,0,BENIGN
80596,1268,1050,1599,88,6,182,81,1,4,6,24,6,6,6,0,6,6,6,0,370370.3704,61728.39506,20.25,32.77575323,69,1,0,0,0,0,0,71,23.66666667,39.2598183,69,1,0,0,0,0,20,80,12345.67901,49382.71605,6,6,6,0,0,0,0,0,0,1,1,0,0,4,7.2,6,6,0,0,0,0,0,0,1,6,4,24,256,0,0,20,0,0,0,0,0,0,0,0,BENIGN
59869,1261,30310,1599,53,17,183,206,2,2,88,188,44,44,44,0,94,94,94,0,1339805.825,19417.47573,68.66666667,35.79571669,110,48,48,48,0,48,48,48,48,0,48,48,0,0,0,0,40,40,9708.737864,9708.737864,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,0,0,0,0,0,0,2,88,2,188,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
19585,2562,443,1592,59144,6,183,83208,2,0,12,0,6,6,6,0,0,0,0,0,144.2169022,24.03615037,83208,0,83208,83208,83208,83208,0,83208,83208,0,0,0,0,0,0,0,0,0,40,0,24.03615037,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,0,0,0,0,0,0,2,12,0,0,31088,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
69707,1265,48833,1599,53,17,183,155,2,2,64,96,32,32,32,0,48,48,48,0,1032258.065,25806.45161,51.66666667,50.59973649,104,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,64,64,12903.22581,12903.22581,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
69769,1265,5703,1599,53,17,183,173,2,2,102,224,51,51,51,0,112,112,112,0,1884393.064,23121.38728,57.66666667,61.07645482,123,2,2,2,0,2,2,48,48,0,48,48,0,0,0,0,64,64,11560.69364,11560.69364,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
80193,1268,64199,1599,53,17,184,224,2,2,76,108,38,38,38,0,54,54,54,0,821428.5714,17857.14286,74.66666667,123.2652965,217,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,8928.571429,8928.571429,38,54,44.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,55.5,38,54,0,0,0,0,0,0,2,76,2,108,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
88554,1268,1072,2949,443,6,184,5525260,9,6,391,3076,204,0,43.44444444,72.15107607,1506,2,512.6666667,752.0525691,627.4817837,2.714804371,394661.4286,1318638.252,4971335,4,5525260,690657.5,1732246.133,4971335,4,468657,93731.4,117416.5049,288304,216,0,0,0,0,192,124,1.628882623,1.085921748,0,1506,216.6875,497.477332,247483.6958,0,0,0,1,0,0,0,0,0,231.1333333,43.44444444,512.6666667,0,0,0,0,0,0,9,391,6,3076,8192,30016,8,20,0,0,0,0,0,0,0,0,BENIGN
88553,1268,1070,2949,443,6,184,62728852,15,13,765,3358,369,0,51,105.2323959,1506,2,258.3076923,546.7679862,65.7273307,0.446365574,2323290.815,4168676.911,10000000,49,62700000,4480632.286,5000370.952,10100000,260,62600000,5220284.667,5076148.818,10100000,49,0,0,0,0,312,264,0.239124414,0.207241159,0,1506,142.1724138,380.9167578,145097.5764,0,0,0,1,0,0,0,0,0,147.25,51,258.3076923,0,0,0,0,0,0,15,765,13,3358,8192,31088,14,20,502307.1667,1022472.845,2589421,84634,9952463.5,88205.2328,10000000,9812320,BENIGN
80093,1268,63884,1599,53,17,184,93026,2,2,96,128,48,48,48,0,64,64,64,0,2407.928966,42.99873154,31008.66667,53664.42356,92975,3,48,48,0,48,48,3,3,0,3,3,0,0,0,0,40,40,21.49936577,21.49936577,48,64,54.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,68,48,64,0,0,0,0,0,0,2,96,2,128,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
77161,1268,54113,1599,53,17,184,145,2,2,96,128,48,48,48,0,64,64,64,0,1544827.586,27586.2069,48.33333333,76.7875858,137,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,40,40,13793.10345,13793.10345,48,64,54.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,68,48,64,0,0,0,0,0,0,2,96,2,128,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
1052,673,443,1604,1104,6,184,9761,3,1,103,6,66,6,34.33333333,30.13856887,6,6,6,0,11166.88864,409.7940785,3253.666667,5536.19132,9646,3,9761,4880.5,6897.82665,9758,3,0,0,0,0,0,1,0,0,0,60,20,307.3455589,102.4485196,6,66,35,30.08321791,905,0,1,0,0,1,0,0,0,0,43.75,34.33333333,6,0,0,0,0,0,0,3,103,1,6,62,0,2,20,0,0,0,0,0,0,0,0,BENIGN
87758,1268,1110,1844,443,6,184,242367,8,5,534,3894,181,0,66.75,77.26161494,1460,0,778.8,736.1407474,18269.81396,53.63766519,20197.25,34875.11563,87632,3,242367,34623.85714,42234.43697,92180,3,92443,23110.75,43271.24975,87953,48,0,0,0,0,172,112,33.00779397,20.62987123,0,1460,316.2857143,546.1175456,298244.3736,0,0,0,1,0,0,0,0,0,340.6153846,66.75,778.8,0,0,0,0,0,0,8,534,5,3894,8192,119,7,20,0,0,0,0,0,0,0,0,BENIGN
78017,1268,56887,1599,53,17,184,118596,2,2,82,430,41,41,41,0,215,215,215,0,4317.177645,33.72795035,39532,68464.50432,118588,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,40,16.86397518,16.86397518,41,215,110.6,95.30372501,9082.8,0,0,0,0,0,0,0,0,1,138.25,41,215,0,0,0,0,0,0,2,82,2,430,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
30459,1763,443,1596,38752,6,184,228,4,0,43,0,31,0,10.75,13.79311422,0,0,0,0,188596.4912,17543.85965,76,128.1756607,224,1,228,76,128.1756607,224,1,0,0,0,0,0,0,0,0,0,92,0,17543.85965,0,0,31,8.6,12.87633488,165.8,0,0,0,0,1,0,0,0,0,10.75,10.75,0,0,0,0,0,0,0,4,43,0,0,131,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
9400,1268,1136,1206,443,6,184,154807,8,5,510,4133,190,0,63.75,76.55950067,1430,0,826.6,754.7826177,29992.18382,83.97553082,12900.58333,18623.69289,53389,3,154807,22115.28571,23873.19375,53460,3,50952,12738,17398.47011,37102,168,0,0,0,0,172,112,51.67724974,32.29828109,0,1430,331.6428571,570.3473445,325296.0934,0,0,0,1,0,0,0,0,0,357.1538462,63.75,826.6,0,0,0,0,0,0,8,510,5,4133,8192,343,7,20,0,0,0,0,0,0,0,0,BENIGN
76300,1268,51216,1599,53,17,184,136,2,2,78,110,39,39,39,0,55,55,55,0,1382352.941,29411.76471,45.33333333,72.45918391,129,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,14705.88235,14705.88235,39,55,45.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,56.75,39,55,0,0,0,0,0,0,2,78,2,110,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
77262,1268,54424,1599,53,17,184,50712,2,2,76,180,38,38,38,0,90,90,90,0,5048.114845,78.87679445,16904,29271.65865,50704,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,40,40,39.43839722,39.43839722,38,90,58.8,28.48157299,811.2,0,0,0,0,0,0,0,0,1,73.5,38,90,0,0,0,0,0,0,2,76,2,180,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
89018,3138,443,1604,1145,6,184,1001,2,0,12,0,6,6,6,0,0,0,0,0,11988.01199,1998.001998,1001,0,1001,1001,1001,1001,0,1001,1001,0,0,0,0,0,0,0,0,0,40,0,1998.001998,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,0,0,0,0,0,0,2,12,0,0,119,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
64683,1264,49202,1599,49666,6,184,35166279,39,34,12148,6524,1755,0,311.4871795,490.0801155,348,0,191.8823529,126.9372942,530.9631991,2.075852267,488420.5417,3592020.114,30400000,1,35200000,925428.3947,4933934.657,30400000,1,4744326,143767.4545,589518.4127,2907390,3,0,0,0,0,804,704,1.109016965,0.966835303,0,1755,252.3243243,369.8000611,136752.0852,0,0,0,1,0,0,0,0,0,255.7808219,311.4871795,191.8823529,0,0,0,0,0,0,39,12148,34,6524,8192,2053,37,20,0,0,0,0,0,0,0,0,BENIGN
13211,1263,60102,1590,53,17,184,207265,1,1,46,139,46,46,46,0,139,139,139,0,892.5771356,9.649482546,207265,0,207265,207265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,4.824741273,4.824741273,46,139,77,53.69357503,2883,0,0,0,0,0,0,0,0,1,115.5,46,139,0,0,0,0,0,0,1,46,1,139,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
75960,1268,50021,1599,53,17,184,70420,2,2,96,612,48,48,48,0,306,306,306,0,10053.96194,56.80204487,23473.33333,40650.94378,70413,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,28.40102244,28.40102244,48,306,151.2,141.3124198,19969.2,0,0,0,0,0,0,0,0,1,189,48,306,0,0,0,0,0,0,2,96,2,612,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
83125,1264,49220,4591,443,6,184,462679,9,8,3659,4452,3045,0,406.5555556,993.799541,1460,0,556.5,636.4535669,17530.51252,36.7425364,28917.4375,37596.69399,92184,1,462679,57834.875,54575.29252,141198,1054,317272,45324.57143,56519.88856,116436,49,0,0,0,0,192,172,19.45193104,17.29060537,0,3045,450.6111111,806.1101325,649813.5458,0,0,0,1,0,0,0,0,0,477.1176471,406.5555556,556.5,0,0,0,0,0,0,9,3659,8,4452,8192,513,8,20,0,0,0,0,0,0,0,0,BENIGN
77593,1268,55509,1599,53,17,185,187,2,2,78,142,39,39,39,0,71,71,71,0,1176470.588,21390.37433,62.33333333,67.64860186,136,3,48,48,0,48,48,3,3,0,3,3,0,0,0,0,64,64,10695.18717,10695.18717,39,71,51.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,64.75,39,71,0,0,0,0,0,0,2,78,2,142,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
32311,1262,123,1081,123,17,185,67965864,6,6,288,288,48,48,48,0,48,48,48,0,8.474842606,0.176559221,6178714.909,19800000,66000000,122,67900000,13600000,29300000,66000000,23995,67900000,13600000,29300000,66000000,23859,0,0,0,0,156,156,0.08827961,0.08827961,48,48,48,0,0,0,0,0,0,0,0,0,0,1,52,48,48,0,0,0,0,0,0,6,288,6,288,-1,-1,5,20,1968267,0,1968267,1968267,66000000,0,66000000,66000000,BENIGN
15048,1263,61940,1590,53,17,185,60170,1,1,57,185,57,57,57,0,185,185,185,0,4021.937843,33.23915573,60170,0,60170,60170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,16.61957786,16.61957786,57,185,99.66666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,149.5,57,185,0,0,0,0,0,0,1,57,1,185,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
13427,1263,60318,1590,53,17,185,23538,1,1,44,140,44,44,44,0,140,140,140,0,7817.146741,84.96898632,23538,0,23538,23538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,42.48449316,42.48449316,44,140,76,55.42562584,3072,0,0,0,0,0,0,0,0,1,114,44,140,0,0,0,0,0,0,1,44,1,140,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
64602,1262,49170,1599,88,17,185,254,2,2,2672,170,1336,1336,1336,0,85,85,85,0,11200000,15748.0315,84.66666667,140.5856797,247,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,7874.015748,7874.015748,85,1336,835.6,685.2009194,469500.3,0,0,0,0,0,0,0,0,1,1044.5,1336,85,0,0,0,0,0,0,2,2672,2,170,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
64600,1262,49167,1599,88,17,185,267,2,2,2672,170,1336,1336,1336,0,85,85,85,0,10600000,14981.27341,89,148.9563695,261,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,7490.636704,7490.636704,85,1336,835.6,685.2009194,469500.3,0,0,0,0,0,0,0,0,1,1044.5,1336,85,0,0,0,0,0,0,2,2672,2,170,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
